Expert 1,Expert 2,Expert 3,Expert 4,color_cam_path,side_cam_path,Rfid,Pos,average_expert,expert_binary,plant_width_side_view,plant_height_side_view,plant_area_side_view,plant_width_top_view,plant_height_top_view,plant_area_top_view
1,1,1,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00536 Plant 0023 Plant 0023/18-02-2019 -- 13.03.42,548_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00536 Plant 0023 Plant 0023/18-02-2019 -- 13.03.42,548_Cam_03.png",B1,Plant 0023,1.25,1,386,450,25642,643,499,39161
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00537 Plant 0024 Plant 0024/18-02-2019 -- 13.03.48,004_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00537 Plant 0024 Plant 0024/18-02-2019 -- 13.03.48,004_Cam_03.png",B1,Plant 0024,1.0,1,414,532,47593,648,729,57964
4,4,4,4,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00538 Plant 0025 Plant 0025/18-02-2019 -- 13.03.53,208_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00538 Plant 0025 Plant 0025/18-02-2019 -- 13.03.53,208_Cam_03.png",B1,Plant 0025,4.0,0,117,257,9295,305,427,15055
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00539 Plant 0026 Plant 0026/18-02-2019 -- 13.03.59,018_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00539 Plant 0026 Plant 0026/18-02-2019 -- 13.03.59,018_Cam_03.png",B1,Plant 0026,1.0,1,364,470,42116,461,356,22342
3,1,1,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00540 Plant 0027 Plant 0027/18-02-2019 -- 13.04.06,239_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00540 Plant 0027 Plant 0027/18-02-2019 -- 13.04.06,239_Cam_03.png",B1,Plant 0027,2.0,1,331,508,35452,509,699,51946
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00541 Plant 0028 Plant 0028/18-02-2019 -- 13.04.14,483_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00541 Plant 0028 Plant 0028/18-02-2019 -- 13.04.14,483_Cam_03.png",B1,Plant 0028,1.0,1,573,436,49584,581,580,28781
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00542 Plant 0029 Plant 0029/18-02-2019 -- 13.04.29,117_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00542 Plant 0029 Plant 0029/18-02-2019 -- 13.04.29,117_Cam_03.png",B1,Plant 0029,1.0,1,375,479,39192,386,774,56083
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00543 Plant 0030 Plant 0030/18-02-2019 -- 13.04.36,428_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00543 Plant 0030 Plant 0030/18-02-2019 -- 13.04.36,428_Cam_03.png",B1,Plant 0030,1.0,1,552,587,62705,565,768,93058
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00546 Plant 0033 Plant 0033/18-02-2019 -- 13.05.54,566_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00546 Plant 0033 Plant 0033/18-02-2019 -- 13.05.54,566_Cam_03.png",B1,Plant 0033,1.0,1,471,768,55582,640,580,64622
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00547 Plant 0034 Plant 0034/18-02-2019 -- 13.06.05,912_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00547 Plant 0034 Plant 0034/18-02-2019 -- 13.06.05,912_Cam_03.png",B1,Plant 0034,1.0,1,468,532,45021,533,536,57558
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00548 Plant 0035 Plant 0035/18-02-2019 -- 13.06.11,405_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00548 Plant 0035 Plant 0035/18-02-2019 -- 13.06.11,405_Cam_03.png",B1,Plant 0035,1.0,1,326,427,37543,549,573,45455
2,1,2,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00549 Plant 0036 Plant 0036/18-02-2019 -- 13.06.17,996_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00549 Plant 0036 Plant 0036/18-02-2019 -- 13.06.17,996_Cam_03.png",B1,Plant 0036,1.75,1,272,431,25608,587,454,44136
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00550 Plant 0037 Plant 0037/18-02-2019 -- 13.06.23,715_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00550 Plant 0037 Plant 0037/18-02-2019 -- 13.06.23,715_Cam_03.png",B1,Plant 0037,1.0,1,408,570,55709,403,717,54811
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00551 Plant 0038 Plant 0038/18-02-2019 -- 13.06.29,735_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00551 Plant 0038 Plant 0038/18-02-2019 -- 13.06.29,735_Cam_03.png",B1,Plant 0038,1.0,1,576,732,69965,617,729,89242
2,3,2,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00552 Plant 0039 Plant 0039/18-02-2019 -- 13.06.35,990_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00552 Plant 0039 Plant 0039/18-02-2019 -- 13.06.35,990_Cam_03.png",B1,Plant 0039,2.5,0,454,443,23607,666,608,58412
2,3,2,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00553 Plant 0040 Plant 0040/18-02-2019 -- 13.06.42,964_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00553 Plant 0040 Plant 0040/18-02-2019 -- 13.06.42,964_Cam_03.png",B1,Plant 0040,2.5,0,304,311,20200,487,499,25768
3,3,2,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00554 Plant 0041 Plant 0041/18-02-2019 -- 13.06.50,761_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00554 Plant 0041 Plant 0041/18-02-2019 -- 13.06.50,761_Cam_03.png",B1,Plant 0041,2.75,0,306,348,23082,520,399,17239
3,2,2,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00555 Plant 0042 Plant 0042/18-02-2019 -- 13.06.56,169_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00555 Plant 0042 Plant 0042/18-02-2019 -- 13.06.56,169_Cam_03.png",B1,Plant 0042,2.5,0,345,373,9776,255,450,20981
2,1,1,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00556 Plant 0043 Plant 0043/18-02-2019 -- 13.07.17,340_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00556 Plant 0043 Plant 0043/18-02-2019 -- 13.07.17,340_Cam_03.png",B1,Plant 0043,1.5,1,385,429,34738,446,392,18078
3,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00557 Plant 0044 Plant 0044/18-02-2019 -- 13.07.24,226_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00557 Plant 0044 Plant 0044/18-02-2019 -- 13.07.24,226_Cam_03.png",B1,Plant 0044,3.0,0,111,265,9222,296,340,14707
2,2,2,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00558 Plant 0045 Plant 0045/18-02-2019 -- 13.07.30,802_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00558 Plant 0045 Plant 0045/18-02-2019 -- 13.07.30,802_Cam_03.png",B1,Plant 0045,2.25,0,439,649,24805,538,431,52575
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00559 Plant 0046 Plant 0046/18-02-2019 -- 13.07.35,999_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00559 Plant 0046 Plant 0046/18-02-2019 -- 13.07.35,999_Cam_03.png",B1,Plant 0046,1.0,1,525,461,51683,459,711,60017
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00560 Plant 0047 Plant 0047/18-02-2019 -- 13.07.41,869_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00560 Plant 0047 Plant 0047/18-02-2019 -- 13.07.41,869_Cam_03.png",B1,Plant 0047,1.0,1,587,482,46424,709,607,42805
2,1,1,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00561 Plant 0048 Plant 0048/18-02-2019 -- 13.07.46,742_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00561 Plant 0048 Plant 0048/18-02-2019 -- 13.07.46,742_Cam_03.png",B1,Plant 0048,1.5,1,343,359,32789,362,524,38134
2,2,2,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00562 Plant 0049 Plant 0049/18-02-2019 -- 13.07.52,489_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00562 Plant 0049 Plant 0049/18-02-2019 -- 13.07.52,489_Cam_03.png",B1,Plant 0049,2.0,1,115,461,31487,469,348,26533
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00563 Plant 0050 Plant 0050/18-02-2019 -- 13.07.57,272_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00563 Plant 0050 Plant 0050/18-02-2019 -- 13.07.57,272_Cam_03.png",B1,Plant 0050,1.0,1,549,353,41620,465,571,50591
3,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00564 Plant 0051 Plant 0051/18-02-2019 -- 13.08.11,755_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00564 Plant 0051 Plant 0051/18-02-2019 -- 13.08.11,755_Cam_03.png",B1,Plant 0051,3.0,0,419,271,10633,489,585,31546
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00565 Plant 0052 Plant 0052/18-02-2019 -- 13.08.17,819_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00565 Plant 0052 Plant 0052/18-02-2019 -- 13.08.17,819_Cam_03.png",B1,Plant 0052,1.0,1,558,708,61570,390,503,17382
3,2,2,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00566 Plant 0053 Plant 0053/18-02-2019 -- 13.08.23,494_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00566 Plant 0053 Plant 0053/18-02-2019 -- 13.08.23,494_Cam_03.png",B1,Plant 0053,2.5,0,318,334,18705,355,423,27097
3,3,3,3,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00567 Plant 0054 Plant 0054/18-02-2019 -- 13.09.04,396_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00567 Plant 0054 Plant 0054/18-02-2019 -- 13.09.04,396_Cam_03.png",B1,Plant 0054,3.0,0,345,343,9988,449,406,23120
2,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00568 Plant 0055 Plant 0055/18-02-2019 -- 13.09.09,879_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00568 Plant 0055 Plant 0055/18-02-2019 -- 13.09.09,879_Cam_03.png",B1,Plant 0055,1.25,1,302,420,16551,338,616,31074
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00569 Plant 0056 Plant 0056/18-02-2019 -- 13.09.15,762_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00569 Plant 0056 Plant 0056/18-02-2019 -- 13.09.15,762_Cam_03.png",B1,Plant 0056,1.0,1,579,612,64814,607,821,92486
2,2,2,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00570 Plant 0057 Plant 0057/18-02-2019 -- 13.09.21,673_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00570 Plant 0057 Plant 0057/18-02-2019 -- 13.09.21,673_Cam_03.png",B1,Plant 0057,2.0,1,312,402,29571,522,360,36876
4,4,4,4,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00571 Plant 0058 Plant 0058/18-02-2019 -- 13.09.26,886_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00571 Plant 0058 Plant 0058/18-02-2019 -- 13.09.26,886_Cam_03.png",B1,Plant 0058,4.0,0,102,258,9115,258,344,13708
2,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00572 Plant 0059 Plant 0059/18-02-2019 -- 13.09.32,883_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00572 Plant 0059 Plant 0059/18-02-2019 -- 13.09.32,883_Cam_03.png",B1,Plant 0059,1.25,1,266,634,38364,521,377,24628
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00573 Plant 0060 Plant 0060/18-02-2019 -- 13.09.39,443_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00573 Plant 0060 Plant 0060/18-02-2019 -- 13.09.39,443_Cam_03.png",B1,Plant 0060,1.0,1,516,532,66219,398,664,39007
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00574 Plant 0061 Plant 0061/18-02-2019 -- 13.09.47,085_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00574 Plant 0061 Plant 0061/18-02-2019 -- 13.09.47,085_Cam_03.png",B1,Plant 0061,1.0,1,477,497,57054,332,644,27656
2,1,1,2,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00575 Plant 0062 Plant 0062/18-02-2019 -- 13.09.53,835_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00575 Plant 0062 Plant 0062/18-02-2019 -- 13.09.53,835_Cam_03.png",B1,Plant 0062,1.5,1,331,419,31321,636,438,46317
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00576 Plant 0063 Plant 0063/18-02-2019 -- 13.10.00,787_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00576 Plant 0063 Plant 0063/18-02-2019 -- 13.10.00,787_Cam_03.png",B1,Plant 0063,1.0,1,395,565,50742,511,630,53914
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00577 Plant 0064 Plant 0064/18-02-2019 -- 13.10.23,673_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00577 Plant 0064 Plant 0064/18-02-2019 -- 13.10.23,673_Cam_03.png",B1,Plant 0064,1.0,1,626,493,59832,491,435,63913
1,1,1,1,"C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00578 Plant 0065 Plant 0065/18-02-2019 -- 13.10.30,957_Cam_06.png","C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/C:\Users\Philip Salomons\OneDrive\Documentos\Master\Data Fusion\Data-Fusion-Group-Project\data/B1/00578 Plant 0065 Plant 0065/18-02-2019 -- 13.10.30,957_Cam_03.png",B1,Plant 0065,1.0,1,593,596,72015,690,707,55383
