Expert 1,Expert 2,Expert 3,Expert 4,color_cam_path,side_cam_path,Rfid,Pos
2,3,3,3,"A2/00259 Plant 0125 Plant 0125/18-02-2019 -- 11.16.29,652_Cam_06.png","A2/00259 Plant 0125 Plant 0125/18-02-2019 -- 11.16.29,652_Cam_03.png",A2,Plant 0125
1,1,1,1,"A4/00261 Plant 0000 Plant 0000/18-02-2019 -- 12.07.48,501_Cam_06.png","A4/00261 Plant 0000 Plant 0000/18-02-2019 -- 12.07.48,501_Cam_03.png",A4,Plant 0000
1,1,1,3,"A4/00262 Plant 0001 Plant 0001/18-02-2019 -- 12.08.51,559_Cam_06.png","A4/00262 Plant 0001 Plant 0001/18-02-2019 -- 12.08.51,559_Cam_03.png",A4,Plant 0001
3,3,3,3,"A4/00263 Plant 0002 Plant 0002/18-02-2019 -- 12.09.00,038_Cam_06.png","A4/00263 Plant 0002 Plant 0002/18-02-2019 -- 12.09.00,038_Cam_03.png",A4,Plant 0002
2,2,2,2,"A4/00264 Plant 0003 Plant 0003/18-02-2019 -- 12.09.10,177_Cam_06.png","A4/00264 Plant 0003 Plant 0003/18-02-2019 -- 12.09.10,177_Cam_03.png",A4,Plant 0003
1,1,1,1,"A4/00265 Plant 0004 Plant 0004/18-02-2019 -- 12.09.21,546_Cam_06.png","A4/00265 Plant 0004 Plant 0004/18-02-2019 -- 12.09.21,546_Cam_03.png",A4,Plant 0004
4,4,4,4,"A4/00266 Plant 0005 Plant 0005/18-02-2019 -- 12.09.28,223_Cam_06.png","A4/00266 Plant 0005 Plant 0005/18-02-2019 -- 12.09.28,223_Cam_03.png",A4,Plant 0005
1,1,1,1,"A4/00267 Plant 0006 Plant 0006/18-02-2019 -- 12.09.35,616_Cam_06.png","A4/00267 Plant 0006 Plant 0006/18-02-2019 -- 12.09.35,616_Cam_03.png",A4,Plant 0006
1,1,1,1,"A4/00268 Plant 0007 Plant 0007/18-02-2019 -- 12.09.43,180_Cam_06.png","A4/00268 Plant 0007 Plant 0007/18-02-2019 -- 12.09.43,180_Cam_03.png",A4,Plant 0007
1,1,1,1,"A4/00269 Plant 0008 Plant 0008/18-02-2019 -- 12.09.50,469_Cam_06.png","A4/00269 Plant 0008 Plant 0008/18-02-2019 -- 12.09.50,469_Cam_03.png",A4,Plant 0008
1,1,1,1,"A4/00270 Plant 0009 Plant 0009/18-02-2019 -- 12.09.58,075_Cam_06.png","A4/00270 Plant 0009 Plant 0009/18-02-2019 -- 12.09.58,075_Cam_03.png",A4,Plant 0009
1,1,1,1,"A4/00271 Plant 0010 Plant 0010/18-02-2019 -- 12.10.09,250_Cam_06.png","A4/00271 Plant 0010 Plant 0010/18-02-2019 -- 12.10.09,250_Cam_03.png",A4,Plant 0010
3,3,3,3,"A4/00272 Plant 0011 Plant 0011/18-02-2019 -- 12.10.38,619_Cam_06.png","A4/00272 Plant 0011 Plant 0011/18-02-2019 -- 12.10.38,619_Cam_03.png",A4,Plant 0011
1,1,1,1,"A4/00273 Plant 0012 Plant 0012/18-02-2019 -- 12.10.46,415_Cam_06.png","A4/00273 Plant 0012 Plant 0012/18-02-2019 -- 12.10.46,415_Cam_03.png",A4,Plant 0012
1,1,1,1,"A4/00274 Plant 0013 Plant 0013/18-02-2019 -- 12.10.54,071_Cam_06.png","A4/00274 Plant 0013 Plant 0013/18-02-2019 -- 12.10.54,071_Cam_03.png",A4,Plant 0013
1,1,1,1,"A4/00275 Plant 0014 Plant 0014/18-02-2019 -- 12.11.02,132_Cam_06.png","A4/00275 Plant 0014 Plant 0014/18-02-2019 -- 12.11.02,132_Cam_03.png",A4,Plant 0014
1,1,1,3,"A4/00276 Plant 0015 Plant 0015/18-02-2019 -- 12.11.09,234_Cam_06.png","A4/00276 Plant 0015 Plant 0015/18-02-2019 -- 12.11.09,234_Cam_03.png",A4,Plant 0015
4,1,1,1,"A4/00277 Plant 0016 Plant 0016/18-02-2019 -- 12.11.17,029_Cam_06.png","A4/00277 Plant 0016 Plant 0016/18-02-2019 -- 12.11.17,029_Cam_03.png",A4,Plant 0016
1,4,4,4,"A4/00278 Plant 0017 Plant 0017/18-02-2019 -- 12.11.23,667_Cam_06.png","A4/00278 Plant 0017 Plant 0017/18-02-2019 -- 12.11.23,667_Cam_03.png",A4,Plant 0017
1,1,2,1,"A4/00279 Plant 0018 Plant 0018/18-02-2019 -- 12.11.32,173_Cam_06.png","A4/00279 Plant 0018 Plant 0018/18-02-2019 -- 12.11.32,173_Cam_03.png",A4,Plant 0018
2,1,2,1,"A4/00280 Plant 0019 Plant 0019/18-02-2019 -- 12.11.43,082_Cam_06.png","A4/00280 Plant 0019 Plant 0019/18-02-2019 -- 12.11.43,082_Cam_03.png",A4,Plant 0019
1,1,1,1,"A4/00281 Plant 0020 Plant 0020/18-02-2019 -- 12.11.51,139_Cam_06.png","A4/00281 Plant 0020 Plant 0020/18-02-2019 -- 12.11.51,139_Cam_03.png",A4,Plant 0020
1,1,1,1,"A4/00282 Plant 0021 Plant 0021/18-02-2019 -- 12.12.10,867_Cam_06.png","A4/00282 Plant 0021 Plant 0021/18-02-2019 -- 12.12.10,867_Cam_03.png",A4,Plant 0021
1,1,1,1,"A4/00283 Plant 0022 Plant 0022/18-02-2019 -- 12.12.48,037_Cam_06.png","A4/00283 Plant 0022 Plant 0022/18-02-2019 -- 12.12.48,037_Cam_03.png",A4,Plant 0022
1,1,1,1,"A4/00284 Plant 0023 Plant 0023/18-02-2019 -- 12.12.58,669_Cam_06.png","A4/00284 Plant 0023 Plant 0023/18-02-2019 -- 12.12.58,669_Cam_03.png",A4,Plant 0023
4,4,3,3,"A4/00285 Plant 0024 Plant 0024/18-02-2019 -- 12.13.06,296_Cam_06.png","A4/00285 Plant 0024 Plant 0024/18-02-2019 -- 12.13.06,296_Cam_03.png",A4,Plant 0024
3,3,3,3,"A4/00286 Plant 0025 Plant 0025/18-02-2019 -- 12.13.14,031_Cam_06.png","A4/00286 Plant 0025 Plant 0025/18-02-2019 -- 12.13.14,031_Cam_03.png",A4,Plant 0025
1,1,1,1,"A4/00287 Plant 0026 Plant 0026/18-02-2019 -- 12.13.22,964_Cam_06.png","A4/00287 Plant 0026 Plant 0026/18-02-2019 -- 12.13.22,964_Cam_03.png",A4,Plant 0026
1,1,1,1,"A4/00288 Plant 0027 Plant 0027/18-02-2019 -- 12.13.32,640_Cam_06.png","A4/00288 Plant 0027 Plant 0027/18-02-2019 -- 12.13.32,640_Cam_03.png",A4,Plant 0027
1,1,1,1,"A4/00289 Plant 0028 Plant 0028/18-02-2019 -- 12.13.42,289_Cam_06.png","A4/00289 Plant 0028 Plant 0028/18-02-2019 -- 12.13.42,289_Cam_03.png",A4,Plant 0028
1,1,1,1,"A4/00290 Plant 0029 Plant 0029/18-02-2019 -- 12.13.50,367_Cam_06.png","A4/00290 Plant 0029 Plant 0029/18-02-2019 -- 12.13.50,367_Cam_03.png",A4,Plant 0029
1,1,1,1,"A4/00291 Plant 0030 Plant 0030/18-02-2019 -- 12.13.59,533_Cam_06.png","A4/00291 Plant 0030 Plant 0030/18-02-2019 -- 12.13.59,533_Cam_03.png",A4,Plant 0030
1,1,1,1,"A4/00292 Plant 0031 Plant 0031/18-02-2019 -- 12.14.07,958_Cam_06.png","A4/00292 Plant 0031 Plant 0031/18-02-2019 -- 12.14.07,958_Cam_03.png",A4,Plant 0031
1,1,1,1,"A4/00293 Plant 0032 Plant 0032/18-02-2019 -- 12.14.30,499_Cam_06.png","A4/00293 Plant 0032 Plant 0032/18-02-2019 -- 12.14.30,499_Cam_03.png",A4,Plant 0032
4,4,4,4,"A4/00294 Plant 0033 Plant 0033/18-02-2019 -- 12.14.40,021_Cam_06.png","A4/00294 Plant 0033 Plant 0033/18-02-2019 -- 12.14.40,021_Cam_03.png",A4,Plant 0033
1,1,1,1,"A4/00295 Plant 0034 Plant 0034/18-02-2019 -- 12.14.51,595_Cam_06.png","A4/00295 Plant 0034 Plant 0034/18-02-2019 -- 12.14.51,595_Cam_03.png",A4,Plant 0034
1,1,1,1,"A4/00296 Plant 0035 Plant 0035/18-02-2019 -- 12.15.02,994_Cam_06.png","A4/00296 Plant 0035 Plant 0035/18-02-2019 -- 12.15.02,994_Cam_03.png",A4,Plant 0035
4,4,4,4,"A4/00297 Plant 0036 Plant 0036/18-02-2019 -- 12.15.09,534_Cam_06.png","A4/00297 Plant 0036 Plant 0036/18-02-2019 -- 12.15.09,534_Cam_03.png",A4,Plant 0036
1,1,1,1,"A4/00298 Plant 0037 Plant 0037/18-02-2019 -- 12.15.17,387_Cam_06.png","A4/00298 Plant 0037 Plant 0037/18-02-2019 -- 12.15.17,387_Cam_03.png",A4,Plant 0037
1,1,1,1,"A4/00299 Plant 0038 Plant 0038/18-02-2019 -- 12.15.25,053_Cam_06.png","A4/00299 Plant 0038 Plant 0038/18-02-2019 -- 12.15.25,053_Cam_03.png",A4,Plant 0038
3,1,2,2,"A4/00300 Plant 0039 Plant 0039/18-02-2019 -- 12.15.33,093_Cam_06.png","A4/00300 Plant 0039 Plant 0039/18-02-2019 -- 12.15.33,093_Cam_03.png",A4,Plant 0039
1,1,1,1,"A4/00301 Plant 0040 Plant 0040/18-02-2019 -- 12.15.39,744_Cam_06.png","A4/00301 Plant 0040 Plant 0040/18-02-2019 -- 12.15.39,744_Cam_03.png",A4,Plant 0040
4,4,4,4,"A4/00302 Plant 0041 Plant 0041/18-02-2019 -- 12.15.46,034_Cam_06.png","A4/00302 Plant 0041 Plant 0041/18-02-2019 -- 12.15.46,034_Cam_03.png",A4,Plant 0041
1,1,1,1,"A4/00303 Plant 0042 Plant 0042/18-02-2019 -- 12.16.05,111_Cam_06.png","A4/00303 Plant 0042 Plant 0042/18-02-2019 -- 12.16.05,111_Cam_03.png",A4,Plant 0042
3,1,1,1,"A4/00304 Plant 0043 Plant 0043/18-02-2019 -- 12.16.11,684_Cam_06.png","A4/00304 Plant 0043 Plant 0043/18-02-2019 -- 12.16.11,684_Cam_03.png",A4,Plant 0043
1,1,1,3,"A4/00305 Plant 0044 Plant 0044/18-02-2019 -- 12.16.20,010_Cam_06.png","A4/00305 Plant 0044 Plant 0044/18-02-2019 -- 12.16.20,010_Cam_03.png",A4,Plant 0044
2,2,3,1,"A4/00306 Plant 0045 Plant 0045/18-02-2019 -- 12.16.27,273_Cam_06.png","A4/00306 Plant 0045 Plant 0045/18-02-2019 -- 12.16.27,273_Cam_03.png",A4,Plant 0045
1,1,1,1,"A4/00307 Plant 0046 Plant 0046/18-02-2019 -- 12.16.34,834_Cam_06.png","A4/00307 Plant 0046 Plant 0046/18-02-2019 -- 12.16.34,834_Cam_03.png",A4,Plant 0046
1,1,1,1,"A4/00308 Plant 0047 Plant 0047/18-02-2019 -- 12.16.41,943_Cam_06.png","A4/00308 Plant 0047 Plant 0047/18-02-2019 -- 12.16.41,943_Cam_03.png",A4,Plant 0047
1,1,1,1,"A4/00309 Plant 0048 Plant 0048/18-02-2019 -- 12.16.48,967_Cam_06.png","A4/00309 Plant 0048 Plant 0048/18-02-2019 -- 12.16.48,967_Cam_03.png",A4,Plant 0048
1,1,1,1,"A4/00310 Plant 0049 Plant 0049/18-02-2019 -- 12.16.57,377_Cam_06.png","A4/00310 Plant 0049 Plant 0049/18-02-2019 -- 12.16.57,377_Cam_03.png",A4,Plant 0049
1,1,1,1,"A4/00311 Plant 0050 Plant 0050/18-02-2019 -- 12.17.04,495_Cam_06.png","A4/00311 Plant 0050 Plant 0050/18-02-2019 -- 12.17.04,495_Cam_03.png",A4,Plant 0050
1,1,1,1,"A4/00312 Plant 0051 Plant 0051/18-02-2019 -- 12.17.12,252_Cam_06.png","A4/00312 Plant 0051 Plant 0051/18-02-2019 -- 12.17.12,252_Cam_03.png",A4,Plant 0051
2,3,3,3,"A4/00313 Plant 0052 Plant 0052/18-02-2019 -- 12.17.29,684_Cam_06.png","A4/00313 Plant 0052 Plant 0052/18-02-2019 -- 12.17.29,684_Cam_03.png",A4,Plant 0052
1,1,1,1,"A4/00314 Plant 0053 Plant 0053/18-02-2019 -- 12.18.23,182_Cam_06.png","A4/00314 Plant 0053 Plant 0053/18-02-2019 -- 12.18.23,182_Cam_03.png",A4,Plant 0053
2,1,2,1,"A4/00315 Plant 0054 Plant 0054/18-02-2019 -- 12.18.33,102_Cam_06.png","A4/00315 Plant 0054 Plant 0054/18-02-2019 -- 12.18.33,102_Cam_03.png",A4,Plant 0054
1,1,1,1,"A4/00316 Plant 0055 Plant 0055/18-02-2019 -- 12.18.39,922_Cam_06.png","A4/00316 Plant 0055 Plant 0055/18-02-2019 -- 12.18.39,922_Cam_03.png",A4,Plant 0055
1,1,1,1,"A4/00317 Plant 0056 Plant 0056/18-02-2019 -- 12.18.50,758_Cam_06.png","A4/00317 Plant 0056 Plant 0056/18-02-2019 -- 12.18.50,758_Cam_03.png",A4,Plant 0056
1,1,1,1,"A4/00318 Plant 0057 Plant 0057/18-02-2019 -- 12.18.57,591_Cam_06.png","A4/00318 Plant 0057 Plant 0057/18-02-2019 -- 12.18.57,591_Cam_03.png",A4,Plant 0057
1,1,1,1,"A4/00319 Plant 0058 Plant 0058/18-02-2019 -- 12.19.05,301_Cam_06.png","A4/00319 Plant 0058 Plant 0058/18-02-2019 -- 12.19.05,301_Cam_03.png",A4,Plant 0058
3,3,3,3,"A4/00320 Plant 0059 Plant 0059/18-02-2019 -- 12.19.11,590_Cam_06.png","A4/00320 Plant 0059 Plant 0059/18-02-2019 -- 12.19.11,590_Cam_03.png",A4,Plant 0059
1,1,1,1,"A4/00321 Plant 0060 Plant 0060/18-02-2019 -- 12.19.20,276_Cam_06.png","A4/00321 Plant 0060 Plant 0060/18-02-2019 -- 12.19.20,276_Cam_03.png",A4,Plant 0060
4,4,4,4,"A4/00322 Plant 0061 Plant 0061/18-02-2019 -- 12.19.26,662_Cam_06.png","A4/00322 Plant 0061 Plant 0061/18-02-2019 -- 12.19.26,662_Cam_03.png",A4,Plant 0061
1,1,1,1,"A4/00323 Plant 0062 Plant 0062/18-02-2019 -- 12.19.33,471_Cam_06.png","A4/00323 Plant 0062 Plant 0062/18-02-2019 -- 12.19.33,471_Cam_03.png",A4,Plant 0062
1,1,1,1,"A4/00324 Plant 0063 Plant 0063/18-02-2019 -- 12.20.02,516_Cam_06.png","A4/00324 Plant 0063 Plant 0063/18-02-2019 -- 12.20.02,516_Cam_03.png",A4,Plant 0063
3,3,3,3,"A4/00325 Plant 0064 Plant 0064/18-02-2019 -- 12.20.09,805_Cam_06.png","A4/00325 Plant 0064 Plant 0064/18-02-2019 -- 12.20.09,805_Cam_03.png",A4,Plant 0064
1,1,1,1,"A4/00326 Plant 0065 Plant 0065/18-02-2019 -- 12.20.16,146_Cam_06.png","A4/00326 Plant 0065 Plant 0065/18-02-2019 -- 12.20.16,146_Cam_03.png",A4,Plant 0065
1,1,1,1,"A4/00327 Plant 0066 Plant 0066/18-02-2019 -- 12.20.22,758_Cam_06.png","A4/00327 Plant 0066 Plant 0066/18-02-2019 -- 12.20.22,758_Cam_03.png",A4,Plant 0066
1,1,1,1,"A4/00328 Plant 0067 Plant 0067/18-02-2019 -- 12.20.29,432_Cam_06.png","A4/00328 Plant 0067 Plant 0067/18-02-2019 -- 12.20.29,432_Cam_03.png",A4,Plant 0067
1,1,1,1,"A4/00329 Plant 0068 Plant 0068/18-02-2019 -- 12.20.35,902_Cam_06.png","A4/00329 Plant 0068 Plant 0068/18-02-2019 -- 12.20.35,902_Cam_03.png",A4,Plant 0068
1,1,1,1,"A4/00330 Plant 0069 Plant 0069/18-02-2019 -- 12.20.41,721_Cam_06.png","A4/00330 Plant 0069 Plant 0069/18-02-2019 -- 12.20.41,721_Cam_03.png",A4,Plant 0069
4,4,4,4,"A4/00331 Plant 0070 Plant 0070/18-02-2019 -- 12.20.47,750_Cam_06.png","A4/00331 Plant 0070 Plant 0070/18-02-2019 -- 12.20.47,750_Cam_03.png",A4,Plant 0070
1,1,1,1,"A4/00332 Plant 0071 Plant 0071/18-02-2019 -- 12.20.54,460_Cam_06.png","A4/00332 Plant 0071 Plant 0071/18-02-2019 -- 12.20.54,460_Cam_03.png",A4,Plant 0071
2,1,2,1,"A4/00333 Plant 0072 Plant 0072/18-02-2019 -- 12.21.00,930_Cam_06.png","A4/00333 Plant 0072 Plant 0072/18-02-2019 -- 12.21.00,930_Cam_03.png",A4,Plant 0072
3,3,3,3,"A4/00334 Plant 0073 Plant 0073/18-02-2019 -- 12.21.13,473_Cam_06.png","A4/00334 Plant 0073 Plant 0073/18-02-2019 -- 12.21.13,473_Cam_03.png",A4,Plant 0073
3,3,3,3,"A4/00335 Plant 0074 Plant 0074/18-02-2019 -- 12.21.37,555_Cam_06.png","A4/00335 Plant 0074 Plant 0074/18-02-2019 -- 12.21.37,555_Cam_03.png",A4,Plant 0074
4,4,3,3,"A4/00336 Plant 0075 Plant 0075/18-02-2019 -- 12.21.47,727_Cam_06.png","A4/00336 Plant 0075 Plant 0075/18-02-2019 -- 12.21.47,727_Cam_03.png",A4,Plant 0075
1,1,2,1,"A4/00337 Plant 0076 Plant 0076/18-02-2019 -- 12.21.54,200_Cam_06.png","A4/00337 Plant 0076 Plant 0076/18-02-2019 -- 12.21.54,200_Cam_03.png",A4,Plant 0076
1,1,1,1,"A4/00338 Plant 0077 Plant 0077/18-02-2019 -- 12.22.03,269_Cam_06.png","A4/00338 Plant 0077 Plant 0077/18-02-2019 -- 12.22.03,269_Cam_03.png",A4,Plant 0077
2,1,3,2,"A4/00339 Plant 0078 Plant 0078/18-02-2019 -- 12.22.10,050_Cam_06.png","A4/00339 Plant 0078 Plant 0078/18-02-2019 -- 12.22.10,050_Cam_03.png",A4,Plant 0078
3,3,3,3,"A4/00340 Plant 0079 Plant 0079/18-02-2019 -- 12.22.28,958_Cam_06.png","A4/00340 Plant 0079 Plant 0079/18-02-2019 -- 12.22.28,958_Cam_03.png",A4,Plant 0079
3,3,3,3,"A4/00341 Plant 0080 Plant 0080/18-02-2019 -- 12.22.39,024_Cam_06.png","A4/00341 Plant 0080 Plant 0080/18-02-2019 -- 12.22.39,024_Cam_03.png",A4,Plant 0080
1,1,1,1,"A4/00342 Plant 0081 Plant 0081/18-02-2019 -- 12.22.45,625_Cam_06.png","A4/00342 Plant 0081 Plant 0081/18-02-2019 -- 12.22.45,625_Cam_03.png",A4,Plant 0081
2,2,3,3,"A4/00343 Plant 0082 Plant 0082/18-02-2019 -- 12.22.52,006_Cam_06.png","A4/00343 Plant 0082 Plant 0082/18-02-2019 -- 12.22.52,006_Cam_03.png",A4,Plant 0082
3,3,3,3,"A4/00344 Plant 0083 Plant 0083/18-02-2019 -- 12.22.57,923_Cam_06.png","A4/00344 Plant 0083 Plant 0083/18-02-2019 -- 12.22.57,923_Cam_03.png",A4,Plant 0083
1,1,1,1,"A4/00345 Plant 0084 Plant 0084/18-02-2019 -- 12.23.51,780_Cam_06.png","A4/00345 Plant 0084 Plant 0084/18-02-2019 -- 12.23.51,780_Cam_03.png",A4,Plant 0084
1,1,1,1,"A4/00346 Plant 0085 Plant 0085/18-02-2019 -- 12.23.59,368_Cam_06.png","A4/00346 Plant 0085 Plant 0085/18-02-2019 -- 12.23.59,368_Cam_03.png",A4,Plant 0085
2,1,2,2,"A4/00347 Plant 0086 Plant 0086/18-02-2019 -- 12.24.05,253_Cam_06.png","A4/00347 Plant 0086 Plant 0086/18-02-2019 -- 12.24.05,253_Cam_03.png",A4,Plant 0086
1,1,1,1,"A4/00348 Plant 0087 Plant 0087/18-02-2019 -- 12.24.12,457_Cam_06.png","A4/00348 Plant 0087 Plant 0087/18-02-2019 -- 12.24.12,457_Cam_03.png",A4,Plant 0087
3,3,3,3,"A4/00349 Plant 0088 Plant 0088/18-02-2019 -- 12.24.19,497_Cam_06.png","A4/00349 Plant 0088 Plant 0088/18-02-2019 -- 12.24.19,497_Cam_03.png",A4,Plant 0088
1,1,1,1,"A4/00350 Plant 0089 Plant 0089/18-02-2019 -- 12.24.25,953_Cam_06.png","A4/00350 Plant 0089 Plant 0089/18-02-2019 -- 12.24.25,953_Cam_03.png",A4,Plant 0089
2,1,2,1,"A4/00351 Plant 0090 Plant 0090/18-02-2019 -- 12.24.32,606_Cam_06.png","A4/00351 Plant 0090 Plant 0090/18-02-2019 -- 12.24.32,606_Cam_03.png",A4,Plant 0090
4,4,4,4,"A4/00352 Plant 0091 Plant 0091/18-02-2019 -- 12.24.38,438_Cam_06.png","A4/00352 Plant 0091 Plant 0091/18-02-2019 -- 12.24.38,438_Cam_03.png",A4,Plant 0091
1,1,1,1,"A4/00353 Plant 0092 Plant 0092/18-02-2019 -- 12.24.45,443_Cam_06.png","A4/00353 Plant 0092 Plant 0092/18-02-2019 -- 12.24.45,443_Cam_03.png",A4,Plant 0092
4,4,4,4,"A4/00354 Plant 0093 Plant 0093/18-02-2019 -- 12.24.52,171_Cam_06.png","A4/00354 Plant 0093 Plant 0093/18-02-2019 -- 12.24.52,171_Cam_03.png",A4,Plant 0093
3,2,3,1,"A4/00355 Plant 0094 Plant 0094/18-02-2019 -- 12.24.58,724_Cam_06.png","A4/00355 Plant 0094 Plant 0094/18-02-2019 -- 12.24.58,724_Cam_03.png",A4,Plant 0094
4,4,4,4,"A4/00356 Plant 0095 Plant 0095/18-02-2019 -- 12.25.16,519_Cam_06.png","A4/00356 Plant 0095 Plant 0095/18-02-2019 -- 12.25.16,519_Cam_03.png",A4,Plant 0095
1,1,1,1,"A4/00357 Plant 0096 Plant 0096/18-02-2019 -- 12.25.24,605_Cam_06.png","A4/00357 Plant 0096 Plant 0096/18-02-2019 -- 12.25.24,605_Cam_03.png",A4,Plant 0096
1,1,1,1,"A4/00358 Plant 0097 Plant 0097/18-02-2019 -- 12.25.30,335_Cam_06.png","A4/00358 Plant 0097 Plant 0097/18-02-2019 -- 12.25.30,335_Cam_03.png",A4,Plant 0097
1,1,1,1,"A4/00359 Plant 0098 Plant 0098/18-02-2019 -- 12.25.36,077_Cam_06.png","A4/00359 Plant 0098 Plant 0098/18-02-2019 -- 12.25.36,077_Cam_03.png",A4,Plant 0098
4,4,4,4,"A4/00360 Plant 0099 Plant 0099/18-02-2019 -- 12.25.41,013_Cam_06.png","A4/00360 Plant 0099 Plant 0099/18-02-2019 -- 12.25.41,013_Cam_03.png",A4,Plant 0099
1,1,1,1,"A4/00361 Plant 0100 Plant 0100/18-02-2019 -- 12.25.46,116_Cam_06.png","A4/00361 Plant 0100 Plant 0100/18-02-2019 -- 12.25.46,116_Cam_03.png",A4,Plant 0100
4,3,3,3,"A4/00362 Plant 0101 Plant 0101/18-02-2019 -- 12.25.53,465_Cam_06.png","A4/00362 Plant 0101 Plant 0101/18-02-2019 -- 12.25.53,465_Cam_03.png",A4,Plant 0101
2,1,2,1,"A4/00363 Plant 0102 Plant 0102/18-02-2019 -- 12.26.00,101_Cam_06.png","A4/00363 Plant 0102 Plant 0102/18-02-2019 -- 12.26.00,101_Cam_03.png",A4,Plant 0102
1,1,1,1,"A4/00364 Plant 0103 Plant 0103/18-02-2019 -- 12.26.06,376_Cam_06.png","A4/00364 Plant 0103 Plant 0103/18-02-2019 -- 12.26.06,376_Cam_03.png",A4,Plant 0103
1,1,1,1,"A4/00365 Plant 0104 Plant 0104/18-02-2019 -- 12.26.12,989_Cam_06.png","A4/00365 Plant 0104 Plant 0104/18-02-2019 -- 12.26.12,989_Cam_03.png",A4,Plant 0104
3,3,3,3,"A4/00366 Plant 0105 Plant 0105/18-02-2019 -- 12.26.34,413_Cam_06.png","A4/00366 Plant 0105 Plant 0105/18-02-2019 -- 12.26.34,413_Cam_03.png",A4,Plant 0105
1,1,1,1,"A4/00367 Plant 0106 Plant 0106/18-02-2019 -- 12.26.43,418_Cam_06.png","A4/00367 Plant 0106 Plant 0106/18-02-2019 -- 12.26.43,418_Cam_03.png",A4,Plant 0106
1,1,1,2,"A4/00368 Plant 0107 Plant 0107/18-02-2019 -- 12.26.49,833_Cam_06.png","A4/00368 Plant 0107 Plant 0107/18-02-2019 -- 12.26.49,833_Cam_03.png",A4,Plant 0107
1,1,1,1,"A4/00369 Plant 0108 Plant 0108/18-02-2019 -- 12.26.57,365_Cam_06.png","A4/00369 Plant 0108 Plant 0108/18-02-2019 -- 12.26.57,365_Cam_03.png",A4,Plant 0108
1,1,1,1,"A4/00370 Plant 0109 Plant 0109/18-02-2019 -- 12.27.03,299_Cam_06.png","A4/00370 Plant 0109 Plant 0109/18-02-2019 -- 12.27.03,299_Cam_03.png",A4,Plant 0109
4,4,4,4,"A4/00371 Plant 0110 Plant 0110/18-02-2019 -- 12.27.08,621_Cam_06.png","A4/00371 Plant 0110 Plant 0110/18-02-2019 -- 12.27.08,621_Cam_03.png",A4,Plant 0110
4,4,4,4,"A4/00372 Plant 0111 Plant 0111/18-02-2019 -- 12.27.15,497_Cam_06.png","A4/00372 Plant 0111 Plant 0111/18-02-2019 -- 12.27.15,497_Cam_03.png",A4,Plant 0111
2,1,1,1,"A4/00373 Plant 0112 Plant 0112/18-02-2019 -- 12.27.22,701_Cam_06.png","A4/00373 Plant 0112 Plant 0112/18-02-2019 -- 12.27.22,701_Cam_03.png",A4,Plant 0112
2,1,1,1,"A4/00374 Plant 0113 Plant 0113/18-02-2019 -- 12.27.28,384_Cam_06.png","A4/00374 Plant 0113 Plant 0113/18-02-2019 -- 12.27.28,384_Cam_03.png",A4,Plant 0113
4,4,4,4,"A4/00375 Plant 0114 Plant 0114/18-02-2019 -- 12.27.35,186_Cam_06.png","A4/00375 Plant 0114 Plant 0114/18-02-2019 -- 12.27.35,186_Cam_03.png",A4,Plant 0114
2,3,3,3,"A4/00376 Plant 0115 Plant 0115/18-02-2019 -- 12.27.41,094_Cam_06.png","A4/00376 Plant 0115 Plant 0115/18-02-2019 -- 12.27.41,094_Cam_03.png",A4,Plant 0115
1,1,1,1,"A4/00377 Plant 0116 Plant 0116/18-02-2019 -- 12.28.09,565_Cam_06.png","A4/00377 Plant 0116 Plant 0116/18-02-2019 -- 12.28.09,565_Cam_03.png",A4,Plant 0116
1,1,1,1,"A4/00378 Plant 0117 Plant 0117/18-02-2019 -- 12.28.17,307_Cam_06.png","A4/00378 Plant 0117 Plant 0117/18-02-2019 -- 12.28.17,307_Cam_03.png",A4,Plant 0117
1,1,1,1,"A4/00379 Plant 0118 Plant 0118/18-02-2019 -- 12.28.27,881_Cam_06.png","A4/00379 Plant 0118 Plant 0118/18-02-2019 -- 12.28.27,881_Cam_03.png",A4,Plant 0118
1,1,1,1,"A4/00380 Plant 0119 Plant 0119/18-02-2019 -- 12.28.33,485_Cam_06.png","A4/00380 Plant 0119 Plant 0119/18-02-2019 -- 12.28.33,485_Cam_03.png",A4,Plant 0119
3,3,3,3,"A4/00381 Plant 0120 Plant 0120/18-02-2019 -- 12.28.39,307_Cam_06.png","A4/00381 Plant 0120 Plant 0120/18-02-2019 -- 12.28.39,307_Cam_03.png",A4,Plant 0120
1,1,1,1,"A4/00382 Plant 0121 Plant 0121/18-02-2019 -- 12.28.46,916_Cam_06.png","A4/00382 Plant 0121 Plant 0121/18-02-2019 -- 12.28.46,916_Cam_03.png",A4,Plant 0121
4,4,4,4,"A4/00383 Plant 0122 Plant 0122/18-02-2019 -- 12.28.52,763_Cam_06.png","A4/00383 Plant 0122 Plant 0122/18-02-2019 -- 12.28.52,763_Cam_03.png",A4,Plant 0122
3,3,3,3,"A4/00384 Plant 0123 Plant 0123/18-02-2019 -- 12.28.59,379_Cam_06.png","A4/00384 Plant 0123 Plant 0123/18-02-2019 -- 12.28.59,379_Cam_03.png",A4,Plant 0123
